Date,Close,High,Low,Open,Volume
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2017-10-23,377.9595947265625,378.9653413862926,373.37338013644865,374.13775741958824,9154096
2017-10-24,372.7297058105469,380.8360335730173,370.7584325689732,380.57452962415255,14529328
2017-10-25,376.2699279785156,380.05154516598265,368.20384483803304,369.7124647977627,13984134
2017-10-26,381.1175842285156,382.9078179814454,378.20091926111775,378.9652964536276,33659258
2017-10-27,380.71533203125,385.28143661437855,379.769939989673,384.1952253073493,8524956
2017-10-30,379.8100891113281,384.0543588805887,378.5830833223311,384.0543588805887,12968326
2017-10-31,376.03692626953125,379.3614478412086,375.2822924880773,377.321870164643,9954988
2017-11-01,378.1581726074219,379.1167892579749,376.6284890240653,377.32195056129234,5633134
2017-11-02,376.4652099609375,377.7297380018536,375.2822450990338,376.5263823451968,4686138
2017-11-03,377.99493408203125,379.32065954838885,374.0381484799264,374.0585392768943,3699086
2017-11-06,378.83123779296875,381.4011011959197,376.36335329408087,376.56731110220704,5066534
2017-11-07,389.7633056640625,391.5989256279435,377.6685997209488,377.8317758988361,13442820
2017-11-08,388.4579772949219,392.35356585819125,386.49998761415094,391.7009109303308,5369994
2017-11-09,389.35546875,392.8227516042431,386.80599606305657,388.74359530513357,4723232
2017-11-10,392.4351501464844,393.3733509326404,387.51977274531066,391.1094246081451,6589428
2017-11-13,388.315185546875,395.43331637420556,387.25459025300245,392.4351223538292,5021216
2017-11-14,387.1527099609375,389.498224806095,384.76641351213317,388.31528443120146,5733710
2017-11-15,388.25408935546875,388.94755090180115,385.2763102535409,385.5414653703484,7023516
2017-11-16,403.1837463378906,406.24311301417816,386.907905661165,388.25402201929353,15687502
2017-11-17,396.06561279296875,402.00077913407966,393.69970755528067,402.00077913407966,8057670
2017-11-20,391.82330322265625,396.0860259895203,390.4771867955389,395.27019483403205,5661190
2017-11-21,394.1484375,396.28999434023285,391.6193558711438,392.12925035691353,5364656
2017-11-22,394.1688232421875,396.10642226325,392.94507649204274,394.2911929377637,6084920
2017-11-23,404.3462829589844,405.65161767912207,395.2701621056806,396.2899509656024,11894618
2017-11-24,411.8111267089844,415.7883032073867,403.9179710017997,404.2035168580458,18619912
2017-11-27,407.40570068359375,410.6486346446938,405.1825557104376,410.6486346446938,6017730
2017-11-28,401.6744689941406,407.8747906720895,400.28754608954483,405.631255024602,4616868
2017-11-29,400.8586120605469,404.63183086130016,399.8796047912055,402.87779899282026,3838070
2017-11-30,398.1663513183594,403.612038752371,395.00500586205516,403.612038752371,17266944
2017-12-01,391.1094665527344,401.0626170053377,390.3956142632253,399.5125427275564,4085000
2017-12-04,401.9396667480469,406.6103058151646,395.08668896128466,399.7573280284024,17811606
2017-12-05,401.5316162109375,409.13925031576326,399.3492782244588,401.93953171474186,9976738
2017-12-06,403.958740234375,405.50881425303146,401.38887740118304,401.7967929269973,7490094
2017-12-07,407.833984375,409.0985375879681,402.04157826650305,403.4285011717737,7549544
2017-12-08,408.67022705078125,410.7710023144439,405.8760151964962,408.3235087554701,5983244
2017-12-11,410.07757568359375,410.730255626447,405.4477432665384,405.8556588943739,5139098
2017-12-12,412.19866943359375,413.62637387992487,408.73138720678963,408.73138720678963,9320434
2017-12-13,409.4451904296875,415.6659019156678,406.9569157941701,412.3617962655956,5362398
2017-12-14,413.25927734375,414.03432692939117,407.6300471393208,410.0571498973108,6023572
2017-12-15,417.2568054199219,418.6845097743198,412.74931889757215,413.21843171574955,10384134
2017-12-18,414.6869812011719,420.43858109411167,410.2814977834742,412.7697978349866,4035448
2017-12-19,409.5268249511719,415.2376427006657,407.7319865567409,415.033684923898,7118898
2017-12-20,414.3810119628906,415.5027797536913,408.323475851443,409.99591968976074,4186326
2017-12-21,416.9101257324219,419.7247283782874,407.26293692205985,413.9527376910726,11059162
2017-12-22,423.9670715332031,426.1902414436359,414.4422521729479,414.4422521729479,12906940
2017-12-26,422.4373779296875,424.8440898859982,417.2976514194682,420.153060568966,10808906
2017-12-27,421.8866882324219,423.86506883475136,419.0924764708322,419.33721585973376,6970172
2017-12-28,421.4787902832031,424.2322205608819,417.6239829150144,420.1530645939504,8433472
2017-12-29,425.0685119628906,427.82194252889485,420.1531085902681,420.193890195331,6601768
2018-01-01,421.60113525390625,426.06779059417903,420.1530151383479,423.29394494541714,5431340
2018-01-02,420.0306091308594,425.0479901608739,417.29759494680803,423.1103913573574,6112248
2018-01-03,416.6040954589844,420.8056201324559,415.5027186287846,419.54109204045494,6846552
2018-01-04,414.1974182128906,416.48173510670694,411.8314883405683,416.48173510670694,8947614
2018-01-05,412.810546875,418.6845409000815,410.363053514081,414.15666324406743,11025976
2018-01-08,422.6209411621094,423.82427216146624,416.0942672229716,418.0726726521261,5594690
2018-01-09,424.7828369140625,426.23095699640646,419.70430836725484,424.2321608948533,9948236
2018-01-10,429.2291259765625,430.75880924803994,421.3971675443491,427.0060062064329,9468634
2018-01-11,438.8356018066406,441.935750262298,430.45291670222036,430.45291670222036,16775298
2018-01-12,439.91656494140625,442.9555660797564,436.69407149267573,442.9147844780735,18016528
2018-01-15,441.0179138183594,445.8312875078806,434.4708492195321,440.54880096956214,10649250
2018-01-16,458.02789306640625,462.90251299615437,441.0586188236046,441.0586188236046,22646966
2018-01-17,469.9595947265625,473.9164062761834,458.0892596664782,458.84389363492267,26154088
2018-01-18,470.2042236328125,475.1808231037106,461.8011734570983,467.06329388860524,13204970
2018-01-19,466.43096923828125,468.24622313147313,463.3920186114398,467.0632581955093,5988278
2018-01-22,469.1028747558594,471.93786786380673,461.760394977072,461.8215922674375,9650214
2018-01-23,480.1573791503906,484.60366855985757,471.14245554430596,471.14245554430596,15403796
2018-01-24,483.70635986328125,498.0853854013819,476.2414841342571,479.2192880641576,20604718
