Date,Close,High,Low,Open,Volume
,BSOFT.NS,BSOFT.NS,BSOFT.NS,BSOFT.NS,BSOFT.NS
2017-10-31,81.79588317871094,82.54073591565499,75.80947364315057,77.24400383702287,8174174
2017-11-01,80.52686309814453,83.64421163714813,80.00270481199611,82.76142087257186,8005940
2017-11-02,82.01657104492188,82.70624839039847,80.0302951435077,81.29930606389553,3865173
2017-11-03,84.08562469482422,85.18911008555473,80.5544741531407,81.98900448392683,4586046
2017-11-06,86.3477554321289,87.00985196633262,82.65107969087592,83.31316945344543,4179241
2017-11-07,87.06503295898438,90.48583958512712,82.34763425945984,85.54773975199876,6180636
2017-11-08,87.42366027832031,91.53415092844168,86.15465592286223,87.8650557473802,5122405
2017-11-09,87.89261627197266,89.29956516522958,86.56843704494575,88.0305544296349,2735062
2017-11-10,88.74784851074219,90.07203494515589,87.67195084182569,88.27886539199349,1956223
2017-11-13,89.05130767822266,89.8237480884701,88.33404255036932,88.72026275549304,1340516
2017-11-14,89.90650939941406,93.21696533896582,88.83061172693236,88.91336787740408,6174900
2017-11-15,88.69266510009766,89.8237379465635,86.09947452181432,89.38234250888317,3096422
2017-11-16,92.99626922607422,93.4928332060524,88.80302240663141,90.34790317019639,4078974
2017-11-17,91.78243255615234,94.04457840100525,90.8996416215052,94.04457840100525,2605318
2017-11-20,92.44451904296875,93.3273099458321,90.81688220358474,91.78242925163849,2474335
2017-11-21,95.1756362915039,95.86531363767996,92.1962258221778,92.25140109333327,3167480
2017-11-22,94.8170166015625,96.0860209229278,92.94109098718224,95.45151876224516,2242143
2017-11-23,98.43092346191406,99.03784471687337,94.23767703888048,94.23767703888048,4782732
2017-11-24,96.94122314453125,98.70680495414986,96.25154571273909,98.70680495414986,1971484
2017-11-27,97.60330200195312,98.26539849219678,95.56185757430029,96.49981688039203,2136545
2017-11-28,98.34815979003906,100.25167290967255,97.21709374483687,97.6584823993203,2187204
2017-11-29,95.20323181152344,98.92749520661323,94.54114204609286,98.65162559962286,2152516
2017-11-30,94.15491485595703,95.2859876089442,92.94107919556339,94.89976747934776,3337032
2017-12-01,88.58231353759766,95.36875053900177,88.0029866877473,94.62389786254606,4997846
2017-12-04,87.09262084960938,89.85133762609584,86.48570627373454,89.38235448748244,2966723
2017-12-05,85.32704162597656,87.03744147777904,83.6718102835062,86.87192240651294,5026821
2017-12-06,89.21682739257812,89.71339135672086,84.14078979250597,85.93395248887606,6826663
2017-12-07,92.41693878173828,93.18937919049957,89.18924571260833,89.35476478783715,2842762
2017-12-08,92.00312805175781,93.13420098829468,91.2031000269348,92.05830333231593,1845585
2017-12-11,95.1204605102539,95.58944354092677,91.86518047424092,91.94793660889667,2548677
2017-12-12,93.6583480834961,95.20322866621747,93.43764698788789,95.12046575536439,1254800
2017-12-13,93.85147094726562,95.8377472919347,92.88592380245485,93.79630243548844,2302758
2017-12-14,93.49282836914062,95.1204719690397,91.56173428622562,93.90663617880368,1853683
2017-12-15,92.44451904296875,94.62390188955096,91.23068324444029,93.87904918139581,1855218
2017-12-18,93.52041625976562,94.62390149796092,89.13406294581196,92.41693102157035,1306031
2017-12-19,97.46539306640625,97.98955149794615,93.5204279378091,93.5204279378091,4479169
2017-12-20,94.84458923339844,97.90676253833747,94.34801857616593,97.90676253833747,1630867
2017-12-21,96.11360931396484,96.55500477461861,92.7479782374776,95.45151950880154,1935989
2017-12-22,95.39635467529297,96.52742770447612,94.45839514388115,96.16879512310759,1204236
2017-12-26,94.29285430908203,95.61704062567344,93.71352745107187,94.51355541433108,1583256
2017-12-27,94.92735290527344,96.49981425122127,94.01697448826307,95.23081012039903,1702419
2017-12-28,95.69981384277344,98.40334850005087,94.15493302625204,95.1480677918865,4434667
2017-12-29,99.72753143310547,100.25168305269871,94.89978243798961,96.52741934870548,6461256
2018-01-01,101.93449401855469,103.14832977505418,99.64476069548778,100.25167518792038,4331671
2018-01-02,104.91389465332031,105.71392253468008,100.69306093549933,103.72764664894663,6795085
2018-01-03,109.57613372802734,110.01752916183906,105.13460529533836,105.49323781562896,6523107
2018-01-04,112.44519805908203,113.21763840398098,107.81056276132281,109.85200740738827,5849749
2018-01-05,111.59000396728516,112.5003825813084,110.43134335472605,111.53483545665999,3373234
2018-01-08,109.85200500488281,112.00380015934024,108.9416264855785,110.37616336018445,3650345
2018-01-09,111.59000396728516,112.44520729904819,108.47266146429915,109.85201643426402,3587843
2018-01-10,113.79695892333984,114.32112403247436,109.32784970827822,111.75551439125206,4843692
2018-01-11,114.87284088134766,116.8591097522607,113.93487493816694,114.21075125770997,6968670
2018-01-12,111.97620391845703,116.14186248767864,110.9830693323057,115.47977276357776,4841714
2018-01-15,110.98307037353516,113.54867315722161,110.10027955202919,112.80382051771154,1997463
2018-01-16,111.25894165039062,114.07283320427295,109.87958689608331,111.03824732748969,3877234
2018-01-17,111.09342193603516,113.74178088152726,108.83127636039903,111.17617807435633,3815352
2018-01-18,106.10015106201172,115.86600545225198,102.87245841720495,115.86600545225198,5132918
2018-01-19,108.50023651123047,108.96921281273553,105.41047523638453,105.74152011988456,2226389
2018-01-22,110.32099151611328,111.83828458107223,108.00367045999766,108.41747827513507,2857345
2018-01-23,112.25209045410156,113.05211843141669,108.30712584480752,110.9003164756043,3913415
2018-01-24,116.0039291381836,117.82468611274066,110.90031104254138,112.16932204294665,11807788
2018-01-25,116.66604614257812,118.43161450676074,113.49351488294307,114.92805187565686,6591799
2018-01-29,114.98322296142578,119.09369999096918,114.21078259800744,118.07298441509911,4963734
2018-01-30,121.02482604980469,123.25938456082284,110.48652898522839,110.90033686930238,24636830
2018-01-31,116.74877166748047,121.74205232379758,115.31424173949628,119.17644290840258,6439135
2018-02-01,115.14874267578125,118.26607805995211,112.74865202293769,116.96948615778001,4088879
2018-02-02,108.88645935058594,115.61772128124161,106.45878778298828,112.27967795452064,5317119
2018-02-05,114.26596069335938,114.95563815520245,104.4725177116293,105.93463555592898,6028573
2018-02-06,113.8245620727539,115.78325750307364,106.67949169344331,109.24510168430874,6305112
2018-02-07,116.88671112060547,119.34197002328084,115.28665536575039,116.91429875580184,6192027
2018-02-08,122.01792907714844,125.32839146984372,117.24536249771062,117.57640061101901,10665544
2018-02-09,118.76265716552734,121.5213668358605,117.57640225613059,119.7281974241827,5681629
2018-02-12,118.87300872802734,123.03866090731114,118.10056838858682,119.67303670613603,4217148
2018-02-14,120.27995300292969,122.32139766493914,118.92818577461624,119.75578786043621,3387642
2018-02-15,114.87284088134766,121.24546197340133,113.41072347430077,120.88683630126097,5364007
2018-02-16,113.6038589477539,117.71434266381787,112.99694443405004,115.86601148375297,4277542
2018-02-19,109.54855346679688,115.20391125873695,107.12088180317882,115.20391125873695,6771590
2018-02-20,109.71407318115234,112.39002684621798,108.9692204481771,111.45206740585107,3845433
2018-02-21,110.59684753417969,112.99693121248133,109.35542424144087,111.42446306267223,3877366
2018-02-22,111.03825378417969,113.30039950489872,110.34857636692244,110.84514031523241,3817670
2018-02-23,114.07283782958984,114.56940176915965,111.06583946769854,111.45205962716075,4500592
2018-02-26,114.87284088134766,115.86598208843695,113.35554821039217,114.98319140916486,4298495
2018-02-27,117.68675994873047,118.90060257019285,114.8452871907317,115.31426352929039,7578389
2018-02-28,119.23162841796875,120.16959454167132,115.92116611937999,117.24535916477639,5817637
2018-03-01,118.48677825927734,120.55581046798929,118.12815251053614,119.12128038648754,3184646
2018-03-05,121.07997131347656,121.60412287079886,118.12814834111904,118.597124624695,5439717
2018-03-06,118.98335266113281,123.45248266902139,118.32126283784885,123.45248266902139,4247246
2018-03-07,116.2246322631836,119.45233170924186,110.3485737642446,118.01780163172006,5291744
2018-03-08,116.03152465820312,117.65916828231092,113.49350925660377,117.65916828231092,2778435
2018-03-09,115.94874572753906,117.63156439756712,114.95561794134811,116.96947469235074,2621445
2018-03-12,120.00408935546875,120.50065336834506,116.2798254007202,117.52124220454621,3826217
2018-03-13,121.3282699584961,122.37658681908006,118.62473519532197,118.79026104856217,2484116
2018-03-14,126.45948791503906,126.90087663927721,120.27996451608274,120.27996451608274,6287518
2018-03-15,127.61810302734375,128.22501741759794,125.4111329897955,127.14912680379877,6617958
2018-03-16,126.54220581054688,128.39055025929082,124.39041092166607,128.36296262443594,3620647
2018-03-19,124.80424499511719,126.65257619013586,123.3421272053005,125.76978527975673,2809765
2018-03-20,127.34222412109375,127.97673967513622,122.3765450227537,124.14212643442686,4143746
2018-03-21,126.266357421875,130.40442186297562,125.5766800150249,128.8319535832422,4726604
2018-03-22,125.54910278320312,128.1146991572207,124.99734997737598,127.34225877233236,2981561
2018-03-23,121.2178955078125,124.25248137960523,120.55580576856454,121.93517406387136,2792478
2018-03-26,121.2454605102539,122.76275316289924,120.30750812165765,121.93515130078852,2657144
2018-03-27,123.03865051269531,124.693881606411,120.72132969014689,121.93517214573,2868617
2018-03-28,119.47992706298828,123.01107720929264,118.62472378014684,121.38343356226561,3679626
2018-04-02,123.28694915771484,123.86627602413974,119.72819795695735,119.72819795695735,2163642
2018-04-03,123.06624603271484,124.14215037553329,120.94203852845132,123.03865839461005,3061700
2018-04-04,120.85929870605469,123.92147294768539,120.33514702518539,122.76280546917236,3022061
2018-04-05,121.99034118652344,122.65244449830648,121.1627391333317,121.65930307390045,2735285
