Date,Close,High,Low,Open,Volume
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2017-10-31,421.95635986328125,422.65631511879127,419.7981644921254,422.65631511879127,4682460
2017-11-01,424.91949462890625,425.80611601640027,422.7729765598451,423.4962579647732,4190612
2017-11-02,425.1295166015625,426.92608564777805,423.9279209597358,425.33950889024413,4737944
2017-11-03,427.1360168457031,429.30588952766453,425.0128249361374,425.96942475459537,3810488
2017-11-06,426.64605712890625,429.30589281323876,425.24614660886306,425.8061165131308,6148244
2017-11-07,425.5028076171875,430.4608242339314,424.8145296440704,428.8392725447213,7446376
2017-11-08,426.02783203125,427.81272395231144,424.40628012147465,425.8528431856804,3283144
2017-11-09,426.4710998535156,428.1393323761915,424.8962004019956,426.27278487809366,3113308
2017-11-10,425.106201171875,428.09268862090835,422.85467251112965,425.036194246798,7744360
2017-11-13,423.1346130371094,425.3744640725667,418.80654514740314,425.1061422053307,3335872
2017-11-14,420.5214538574219,424.40621129532565,419.97316125980547,423.6829298805177,4712468
2017-11-15,420.0314636230469,420.82475190578134,417.1733131276255,419.5064972055205,6148368
2017-11-16,421.76971435546875,423.70626871622164,418.8532339815961,420.9064475573039,4012972
2017-11-17,425.9344787597656,428.90928879451275,423.04132448070186,426.6694090421704,6358772
2017-11-20,428.8742980957031,429.23592459056357,426.73942866392724,426.73942866392724,2392424
2017-11-21,430.7641906738281,431.6391348661243,428.3960026970952,428.71097691007054,2275532
2017-11-22,432.8639831542969,433.9722456094824,430.36748754248487,431.5690545773164,5660796
2017-11-23,429.9708557128906,433.9722724155535,428.8392670428964,433.7389539895236,3232580
2017-11-24,431.96575927734375,433.45900296804155,429.53924184011663,430.0058787133813,5203684
2017-11-27,433.40069580078125,434.4389515050552,430.61252324989806,431.40581167177606,3870472
2017-11-28,435.2204895019531,436.53874421199157,433.0039646115128,433.038968069191,5090540
2017-11-29,437.075439453125,437.5887286220567,432.99236680535853,435.13888503339683,3274584
2017-11-30,432.5023193359375,437.2270170741103,429.305868554958,436.0020954382877,5796312
2017-12-01,431.2190856933594,433.9722543987122,430.2624858826019,432.78233617161135,3858148
2017-12-04,427.9293212890625,432.78235596344297,426.99604758100884,432.78235596344297,3641932
2017-12-05,424.7444763183594,426.63437817197354,421.6063551833466,426.0394048504653,3893360
2017-12-06,420.7431640625,424.9545449140192,419.7398833545866,424.6278933941459,6395120
2017-12-07,422.2247314453125,423.84628325229966,420.6964842317087,421.5247761074034,4231304
2017-12-08,429.39923095703125,432.33903738764764,423.2396188997263,423.2396188997263,8956400
2017-12-11,430.7991638183594,432.0474117485997,429.3059201390163,431.1724676178816,3198232
2017-12-12,424.6162109375,431.615763746576,423.6945860622197,431.42909761249933,2410588
2017-12-13,424.95452880859375,430.47251553047926,423.49628857983197,424.651231929764,2907460
2017-12-14,428.8509521484375,429.30591169496057,422.77299564742856,425.57281681065655,3683092
2017-12-15,437.1103820800781,440.50517647987897,432.92232783814376,433.0389870480166,12450124
2017-12-18,438.3936767578125,443.0717229290015,422.14306999989674,432.8057114446013,12297988
2017-12-19,439.6885986328125,441.8234680475513,437.7403953619189,438.59201336117314,4952112
2017-12-20,435.8738098144531,444.0282771597041,434.8238769297641,443.04835119316186,9343504
2017-12-21,435.9088134765625,439.80521968016706,435.1855035928824,438.6153014398823,6854544
2017-12-22,437.85699462890625,438.63860559688453,434.38054466489353,438.40528718965214,4470904
2017-12-26,435.92047119140625,439.2919395023736,433.2023058592517,438.8719549472435,6785696
2017-12-27,433.2140197753906,436.37549607590756,431.9074421886245,436.3288152984752,3489384
2017-12-28,438.18365478515625,438.8486065627054,433.50560923487353,433.7156015017973,8700520
2017-12-29,436.8654479980469,438.45199628402827,435.873844638838,437.8920548191258,6345872
2018-01-01,432.68902587890625,438.81363463022535,431.7557521644195,436.93540988731945,6580516
2018-01-02,436.8537292480469,437.47202874492336,433.63395220523535,433.63395220523535,4776316
2018-01-03,432.2574157714844,438.2303621697606,431.91908694300224,437.4720772358851,4531288
2018-01-04,433.9489440917969,435.25552157475755,432.3390412640181,432.3390412640181,2373776
2018-01-05,434.81219482421875,435.8504788652752,432.93399866217055,434.67220947072013,2870868
2018-01-08,434.1122741699219,436.4687846655706,433.4473223268743,435.1388809794755,4570308
2018-01-09,434.8355407714844,436.2704547930066,432.805681850187,434.4389108383009,5305528
2018-01-10,434.95220947265625,435.81550475967117,433.34233507711565,435.1855279046191,4615888
2018-01-11,436.9004211425781,437.7053583034603,433.0973194833679,434.9521895399674,4059096
2018-01-12,435.20892333984375,438.2070597754336,433.97232414199027,437.00546404190743,4336708
2018-01-15,442.7800598144531,444.3316331027293,433.9372854358322,436.29379593198075,12576444
2018-01-16,443.34002685546875,445.63820772786687,439.86357650207384,444.109960596822,6445384
2018-01-17,441.0885009765625,443.89999950832237,440.2718864547862,442.60507080271833,2905496
2018-01-18,451.307861328125,455.9042231164803,447.5164367500069,448.9046700491853,16649540
2018-01-19,455.4842529296875,457.28082202913674,447.7964216270681,451.50619056618507,11455988
2018-01-22,458.0857238769531,463.83702874756364,455.70588733523647,457.30411284971063,8849768
2018-01-23,455.27423095703125,458.8673117344211,453.407683651893,458.47068182457986,5047796
2018-01-24,456.755859375,459.4040180284814,455.11095294587983,455.5659410022083,4790568
2018-01-25,460.792236328125,461.97050582892786,455.08761192895145,455.8809003119793,8723668
